definition,enabled,function_hash,function_name,table_name,trigger_name,status
"CREATE TRIGGER trg_club_members_level_sync AFTER INSERT OR DELETE OR UPDATE OF role, status ON public.club_members FOR EACH ROW EXECUTE FUNCTION trg_auto_recompute_club_level()",O,91f239bc0f5b75e5147ef6bd19ff761b,trg_auto_recompute_club_level,club_members,trg_club_members_level_sync,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_club_members_no_agent_cycle_ins BEFORE INSERT ON public.club_members FOR EACH ROW WHEN ((new.agent_id IS NOT NULL)) EXECUTE FUNCTION fn_club_members_no_agent_cycle(),O,a7ad3c53fcab80a15831e71544b53c56,fn_club_members_no_agent_cycle,club_members,trg_club_members_no_agent_cycle_ins,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_club_members_no_agent_cycle_upd BEFORE UPDATE OF agent_id ON public.club_members FOR EACH ROW WHEN (((new.agent_id IS NOT NULL) AND (new.agent_id IS DISTINCT FROM old.agent_id))) EXECUTE FUNCTION fn_club_members_no_agent_cycle(),O,a7ad3c53fcab80a15831e71544b53c56,fn_club_members_no_agent_cycle,club_members,trg_club_members_no_agent_cycle_upd,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_club_members_require_explicit_join BEFORE INSERT ON public.club_members FOR EACH ROW EXECUTE FUNCTION fn_require_explicit_club_membership_source(),O,3c4e9aa515a8b8c8226fdf18332156a3,fn_require_explicit_club_membership_source,club_members,trg_club_members_require_explicit_join,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_club_members_role_guard BEFORE UPDATE ON public.club_members FOR EACH ROW EXECUTE FUNCTION fn_club_members_role_guard(),O,2374cfedbbe89d3a69c75cdfdb240fe6,fn_club_members_role_guard,club_members,trg_club_members_role_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_club_members_staff_earn_no_rakeback BEFORE INSERT OR UPDATE ON public.club_members FOR EACH ROW WHEN (((new.role = ANY (ARRAY['co_owner'::text, 'admin'::text])) AND ((COALESCE(new.player_rakeback_pct, (0)::numeric) <> (0)::numeric) OR (COALESCE(new.rakeback_rate, (0)::numeric) <> (0)::numeric) OR (COALESCE(new.commission_rate, (0)::numeric) <> (0)::numeric)))) EXECUTE FUNCTION fn_club_members_staff_earn_no_rakeback()",O,09ae811a57faa517720d493d89262f31,fn_club_members_staff_earn_no_rakeback,club_members,trg_club_members_staff_earn_no_rakeback,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_deep_stack_members_are_protected BEFORE DELETE ON public.club_members FOR EACH ROW WHEN ((old.club_id = '2a1132b9-5ba2-42e6-9f01-30a7fcffebe3'::uuid)) EXECUTE FUNCTION fn_deep_stack_society_cannot_be_deleted_by_accident(),O,213a7fa40330c703cb23dc001a99d31e,fn_deep_stack_society_cannot_be_deleted_by_accident,club_members,trg_deep_stack_members_are_protected,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_four_club_limit_ins BEFORE INSERT ON public.club_members FOR EACH ROW EXECUTE FUNCTION fn_enforce_four_club_limit(),O,4c27b1c5f7b438dfa569699d19f2200a,fn_enforce_four_club_limit,club_members,trg_four_club_limit_ins,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_four_club_limit_upd BEFORE UPDATE OF status ON public.club_members FOR EACH ROW EXECUTE FUNCTION fn_enforce_four_club_limit(),O,4c27b1c5f7b438dfa569699d19f2200a,fn_enforce_four_club_limit,club_members,trg_four_club_limit_upd,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_retired_club_mutation BEFORE INSERT OR DELETE OR UPDATE ON public.club_members FOR EACH ROW EXECUTE FUNCTION fn_guard_retired_club_mutation(),O,b82be212e7ccf2a15637c231861ff993,fn_guard_retired_club_mutation,club_members,trg_guard_retired_club_mutation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_membership_starts_with_zero_chips BEFORE INSERT ON public.club_members FOR EACH ROW EXECUTE FUNCTION fn_membership_starts_with_zero_chips(),O,e865fa31892646611ec011821a9fd219,fn_membership_starts_with_zero_chips,club_members,trg_membership_starts_with_zero_chips,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_recompute_club_level_on_member_change AFTER INSERT OR DELETE OR UPDATE OF role, status ON public.club_members FOR EACH ROW EXECUTE FUNCTION fn_recompute_club_level_on_member_change()",O,0a761d5d6027c26ddbe4a7760d23d434,fn_recompute_club_level_on_member_change,club_members,trg_recompute_club_level_on_member_change,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_sync_agent_player_counts AFTER INSERT OR DELETE OR UPDATE OF agent_id, club_id, is_active ON public.club_members FOR EACH ROW EXECUTE FUNCTION fn_sync_agent_player_counts()",O,76a5848cfdb6c1674b48cb62ae1f22dd,fn_sync_agent_player_counts,club_members,trg_sync_agent_player_counts,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_sync_club_member_count AFTER INSERT OR DELETE OR UPDATE OF status, club_id, role ON public.club_members FOR EACH ROW EXECUTE FUNCTION fn_sync_club_member_count()",O,2abaebf91e89f56487f01b25d7e3ac98,fn_sync_club_member_count,club_members,trg_sync_club_member_count,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_sync_mfa_required_on_club_role AFTER INSERT OR UPDATE OF role, user_id ON public.club_members FOR EACH ROW EXECUTE FUNCTION fn_sync_mfa_required_on_club_role()",O,b09cbcddc87075221d72aee3899e97b4,fn_sync_mfa_required_on_club_role,club_members,trg_sync_mfa_required_on_club_role,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_freeze_guard BEFORE INSERT OR DELETE OR UPDATE ON public.club_members FOR EACH ROW EXECUTE FUNCTION fn_refuse_while_frozen('chip_balance'),O,3a866372172806a8a69cc3d37413f0cc,fn_refuse_while_frozen,club_members,zz_freeze_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_validate_shop_theme_preset BEFORE INSERT OR UPDATE OF grant_spec, is_active, category, stackable ON public.club_shop_items FOR EACH ROW EXECUTE FUNCTION trg_validate_shop_theme_preset()",O,af72739c567f630a6eb6121e0fda0813,trg_validate_shop_theme_preset,club_shop_items,trg_validate_shop_theme_preset,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER clubs_updated_at BEFORE UPDATE ON public.clubs FOR EACH ROW EXECUTE FUNCTION update_updated_at_column(),O,54801f8bc343c4928383a3e7a1d57d61,update_updated_at_column,clubs,clubs_updated_at,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER poker_arena_identity_guard BEFORE INSERT OR UPDATE ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_poker_guard_arena_structure(),O,3f7340188c01e84f8c0a21597bd6fc03,fn_poker_guard_arena_structure,clubs,poker_arena_identity_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_audit_club_created AFTER INSERT ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_audit_club_entry_mutation(),O,d26149a3b10aa00618a98f5076ebf079,fn_audit_club_entry_mutation,clubs,trg_audit_club_created,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_audit_club_delete BEFORE DELETE ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_audit_club_delete(),O,b9f9486d42050e7517e506f655438bb9,fn_audit_club_delete,clubs,trg_audit_club_delete,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_audit_club_settings AFTER UPDATE ON public.clubs FOR EACH ROW WHEN (((old.name IS DISTINCT FROM new.name) OR (old.description IS DISTINCT FROM new.description) OR (old.is_public IS DISTINCT FROM new.is_public) OR (old.requires_approval IS DISTINCT FROM new.requires_approval) OR (old.default_rake_percent IS DISTINCT FROM new.default_rake_percent) OR (old.rake_cap IS DISTINCT FROM new.rake_cap) OR (old.allow_straddle IS DISTINCT FROM new.allow_straddle) OR (old.allow_run_it_twice IS DISTINCT FROM new.allow_run_it_twice) OR (old.allow_rabbit_hunt IS DISTINCT FROM new.allow_rabbit_hunt) OR (old.min_buyin_bb IS DISTINCT FROM new.min_buyin_bb) OR (old.max_buyin_bb IS DISTINCT FROM new.max_buyin_bb) OR (old.logo_url IS DISTINCT FROM new.logo_url) OR (old.bbj_rake_enabled IS DISTINCT FROM new.bbj_rake_enabled) OR (old.spins_enabled IS DISTINCT FROM new.spins_enabled) OR (old.spins_preseed_amount IS DISTINCT FROM new.spins_preseed_amount) OR (old.spins_wallet_funding IS DISTINCT FROM new.spins_wallet_funding))) EXECUTE FUNCTION fn_audit_club_settings_change(),O,5403c57f2dbe265c8fd185c924e2eb14,fn_audit_club_settings_change,clubs,trg_audit_club_settings,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_autocreate_club_social_page AFTER INSERT ON public.clubs FOR EACH ROW EXECUTE FUNCTION trg_fn_autocreate_club_social_page(),O,3b0f2c28c8ed64b6ecdd4f8a7359b85e,trg_fn_autocreate_club_social_page,clubs,trg_autocreate_club_social_page,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_block_browser_treasury_writes BEFORE UPDATE ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_block_browser_balance_writes(),O,c7390598f411e7d6bc4b8daf00e12c6e,fn_block_browser_balance_writes,clubs,trg_block_browser_treasury_writes,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_ca_autoledger AFTER INSERT OR UPDATE OF chip_treasury, chip_pool, promo_balance, insurance_balance ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_ca_autoledger('chip_treasury=club_treasury', 'chip_pool=club_treasury', 'promo_balance=promo_wallet', 'insurance_balance=insurance_bank')",O,2ff8923b4c2d8fd3d343cf37acce0f2c,fn_ca_autoledger,clubs,trg_ca_autoledger,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_ca_autoledger_delete BEFORE DELETE ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_ca_autoledger_delete('chip_treasury=club_treasury', 'chip_pool=club_treasury', 'promo_balance=promo_wallet', 'insurance_balance=insurance_bank')",O,c6d7e02df8b654fbccc3e8844418bd01,fn_ca_autoledger_delete,clubs,trg_ca_autoledger_delete,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_club_gets_a_baseline AFTER INSERT ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_ca_club_gets_a_baseline(),O,e272954ffdc3888ef0351d19c48b1951,fn_ca_club_gets_a_baseline,clubs,trg_ca_club_gets_a_baseline,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER trg_club_identity_emit_management_event AFTER UPDATE OF tagline, lobby_message, description ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_emit_management_content_event()",O,2f5883eca4e555ddaacf18fb71e9704f,fn_emit_management_content_event,clubs,trg_club_identity_emit_management_event,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_club_owner_emit_management_access AFTER UPDATE OF owner_id ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_emit_club_union_access_event(),O,035603d32853b823b20877214ade334f,fn_emit_club_union_access_event,clubs,trg_club_owner_emit_management_access,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE CONSTRAINT TRIGGER trg_club_owner_has_a_player_wallet AFTER INSERT OR UPDATE ON public.clubs DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION fn_club_owner_has_a_player_wallet(),O,84222e6fb692c99fa27c843584ac9fc0,fn_club_owner_has_a_player_wallet,clubs,trg_club_owner_has_a_player_wallet,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_club_union_emit_management_access AFTER UPDATE OF union_id ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_emit_club_union_access_event(),O,035603d32853b823b20877214ade334f,fn_emit_club_union_access_event,clubs,trg_club_union_emit_management_access,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_clubs_guard_lifecycle_write BEFORE DELETE OR UPDATE ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_guard_club_lifecycle_write(),O,6384708997b9c213bd727d02ad53aaca,fn_guard_club_lifecycle_write,clubs,trg_clubs_guard_lifecycle_write,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_clubs_lobby_message_keeps_its_own_books BEFORE INSERT OR UPDATE ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_clubs_lobby_message_keeps_its_own_books(),O,4c78df3a6bde52c2cc7c42b05f91708a,fn_clubs_lobby_message_keeps_its_own_books,clubs,trg_clubs_lobby_message_keeps_its_own_books,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_clubs_protect_level_columns BEFORE UPDATE ON public.clubs FOR EACH ROW EXECUTE FUNCTION trg_protect_club_level_columns(),O,c9fcb0739efd7af35c84851ea6836c29,trg_protect_club_level_columns,clubs,trg_clubs_protect_level_columns,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_delete_club_social_page AFTER DELETE ON public.clubs FOR EACH ROW EXECUTE FUNCTION trg_fn_delete_club_social_page(),O,9c6183a75ee12eb13fe696fff78f88f6,trg_fn_delete_club_social_page,clubs,trg_delete_club_social_page,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_clubs_chip_pool_ins BEFORE INSERT ON public.clubs FOR EACH ROW WHEN (((new.chip_pool IS NOT NULL) AND (new.chip_pool <> (0)::numeric))) EXECUTE FUNCTION guard_wallet_balance_write(),O,2af2718d22fcf12be394f9239e88e3c7,guard_wallet_balance_write,clubs,trg_guard_clubs_chip_pool_ins,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_clubs_chip_pool_upd BEFORE UPDATE OF chip_pool ON public.clubs FOR EACH ROW WHEN ((new.chip_pool IS DISTINCT FROM old.chip_pool)) EXECUTE FUNCTION guard_wallet_balance_write(),O,2af2718d22fcf12be394f9239e88e3c7,guard_wallet_balance_write,clubs,trg_guard_clubs_chip_pool_upd,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_mark_new_club_opening_checklist BEFORE INSERT ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_mark_new_club_opening_checklist(),O,bb20d9829b37c6e09852dd735f57b101,fn_mark_new_club_opening_checklist,clubs,trg_mark_new_club_opening_checklist,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_new_club_gets_the_ladder AFTER INSERT ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_new_club_gets_the_ladder(),O,57db9a052f46aebcdb59e217248e75a3,fn_new_club_gets_the_ladder,clubs,trg_new_club_gets_the_ladder,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_record_new_club_opening_bank AFTER INSERT ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_record_new_club_opening_bank(),O,cef97b2c3914625761ee140736be52d5,fn_record_new_club_opening_bank,clubs,trg_record_new_club_opening_bank,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_seed_new_club_opening_bank BEFORE INSERT ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_seed_new_club_opening_bank(),O,d926c3930f8737b9a708285c35f6828e,fn_seed_new_club_opening_bank,clubs,trg_seed_new_club_opening_bank,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_spin_pool_follows_union_membership AFTER UPDATE OF union_id ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_spin_pool_follows_union_membership(),O,e75fb18ad642da209188ab5347b9fa82,fn_spin_pool_follows_union_membership,clubs,trg_spin_pool_follows_union_membership,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_sync_mfa_required_on_club_owner AFTER INSERT OR UPDATE OF owner_id ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_sync_mfa_required_on_club_owner(),O,2d4608c7506e302fd46f73d102f30f92,fn_sync_mfa_required_on_club_owner,clubs,trg_sync_mfa_required_on_club_owner,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_union_totals_follow_club_counts AFTER UPDATE ON public.clubs REFERENCING OLD TABLE AS oldrows NEW TABLE AS newrows FOR EACH STATEMENT EXECUTE FUNCTION fn_union_totals_follow_club_counts(),O,b504648fecedb704e0247a90fd476db2,fn_union_totals_follow_club_counts,clubs,trg_union_totals_follow_club_counts,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
"CREATE TRIGGER zz_freeze_guard BEFORE UPDATE ON public.clubs FOR EACH ROW EXECUTE FUNCTION fn_refuse_while_frozen('chip_pool', 'total_rake')",O,3a866372172806a8a69cc3d37413f0cc,fn_refuse_while_frozen,clubs,zz_freeze_guard,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_guard_retired_club_mutation BEFORE INSERT OR DELETE OR UPDATE ON public.credit_invoices FOR EACH ROW EXECUTE FUNCTION fn_guard_retired_club_mutation(),O,b82be212e7ccf2a15637c231861ff993,fn_guard_retired_club_mutation,credit_invoices,trg_guard_retired_club_mutation,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_notify_credit_request AFTER INSERT OR UPDATE OF status ON public.credit_requests FOR EACH ROW EXECUTE FUNCTION fn_notify_credit_request(),O,bce8aaeffc421ff88abdd31f428a5aaa,fn_notify_credit_request,credit_requests,trg_notify_credit_request,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER aa_ca_diamond_journal_classifier BEFORE INSERT ON public.diamond_transactions FOR EACH ROW EXECUTE FUNCTION fn_ca_diamond_journal_classifier(),O,f76983c212f292ed7894abcdaf0f8105,fn_ca_diamond_journal_classifier,diamond_transactions,aa_ca_diamond_journal_classifier,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_append_only BEFORE DELETE OR UPDATE ON public.diamond_transactions FOR EACH ROW EXECUTE FUNCTION fn_ca_journal_append_only(),O,26088333080b714faa24e60497a460e2,fn_ca_journal_append_only,diamond_transactions,trg_ca_append_only,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_diamond_earn_ledger AFTER INSERT ON public.diamond_transactions FOR EACH ROW WHEN ((new.amount > 0)) EXECUTE FUNCTION fn_ca_diamond_earn_ledger(),O,348f0603eaec4a1f91c7a6102eb9fcd2,fn_ca_diamond_earn_ledger,diamond_transactions,trg_ca_diamond_earn_ledger,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_diamond_register_follows_journal AFTER INSERT ON public.diamond_transactions FOR EACH ROW EXECUTE FUNCTION fn_ca_diamond_register_follows_journal(),O,f357f1daade4c2751c183864b5b3abe4,fn_ca_diamond_register_follows_journal,diamond_transactions,trg_ca_diamond_register_follows_journal,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_enforce_anti_farming_caps BEFORE INSERT ON public.diamond_transactions FOR EACH ROW EXECUTE FUNCTION fn_enforce_anti_farming_caps(),O,cabec46b0ce5beb7207af16ed0251a79,fn_enforce_anti_farming_caps,diamond_transactions,trg_enforce_anti_farming_caps,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_notify_dispute AFTER INSERT OR UPDATE OF status ON public.disputes FOR EACH ROW EXECUTE FUNCTION fn_notify_dispute(),O,7f242b7ee276b45d3e4432a93d64fd98,fn_notify_dispute,disputes,trg_notify_dispute,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER classify_engine_recovery_event BEFORE INSERT ON public.engine_recovery_events FOR EACH ROW EXECUTE FUNCTION fn_classify_engine_recovery_event(),O,5c8c7fd494c8c6c6d3fe980cbc196dc9,fn_classify_engine_recovery_event,engine_recovery_events,classify_engine_recovery_event,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_deliver_card_back_entitlement AFTER INSERT ON public.feature_purchases FOR EACH ROW EXECUTE FUNCTION trg_deliver_card_back_entitlement(),O,33a6be5140dad0d976e9a161a36dd9c2,trg_deliver_card_back_entitlement,feature_purchases,trg_deliver_card_back_entitlement,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_deliver_table_studio_entitlement AFTER INSERT ON public.feature_purchases FOR EACH ROW EXECUTE FUNCTION trg_deliver_table_studio_entitlement(),O,013340933d4bf8ae1427272e6534b323,trg_deliver_table_studio_entitlement,feature_purchases,trg_deliver_table_studio_entitlement,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_financial_alert_incident AFTER INSERT ON public.financial_alerts FOR EACH ROW EXECUTE FUNCTION fn_ca_financial_alert_to_incident(),O,0a451dac7e68eeb46781a063787d148f,fn_ca_financial_alert_to_incident,financial_alerts,trg_ca_financial_alert_incident,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER zz_ca_alert_resolution_reaches_the_incident AFTER UPDATE OF resolved ON public.financial_alerts FOR EACH ROW EXECUTE FUNCTION fn_ca_alert_resolution_reaches_the_incident(),O,dbe622139f98faf98bca7bc30db0155c,fn_ca_alert_resolution_reaches_the_incident,financial_alerts,zz_ca_alert_resolution_reaches_the_incident,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_daily_missions_friend_accepted AFTER INSERT OR UPDATE OF status ON public.friendships FOR EACH ROW EXECUTE FUNCTION fn_daily_missions_friend_accepted(),O,e68ce0dd52e087c1c6cec0b05bfdeaa2,fn_daily_missions_friend_accepted,friendships,trg_daily_missions_friend_accepted,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_notify_friend_request AFTER INSERT ON public.friendships FOR EACH ROW EXECUTE FUNCTION fn_notify_friend_request(),O,427b366ec96171d8ce508c0a76ccbed7,fn_notify_friend_request,friendships,trg_notify_friend_request,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER hand_history_club_member_stats AFTER INSERT ON public.hand_history FOR EACH ROW EXECUTE FUNCTION trg_hand_history_club_member_stats(),O,4410a2ecf837afe8a47bb2956542c79e,trg_hand_history_club_member_stats,hand_history,hand_history_club_member_stats,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER hand_history_fold_stats AFTER INSERT ON public.hand_history FOR EACH ROW EXECUTE FUNCTION fn_fold_hand_winnings(),O,59814db07c86250f8642143caad0542b,fn_fold_hand_winnings,hand_history,hand_history_fold_stats,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER hand_history_position_stats AFTER INSERT ON public.hand_history FOR EACH ROW EXECUTE FUNCTION trg_hand_history_position_stats(),O,11a70eefb5afe5e7b28c1bc29425289f,trg_hand_history_position_stats,hand_history,hand_history_position_stats,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_capture_hand_facts BEFORE DELETE ON public.hand_history FOR EACH ROW EXECUTE FUNCTION fn_ca_capture_hand_facts(),O,fcdf4dc8d0db55b61cbbb2f79b60a09e,fn_ca_capture_hand_facts,hand_history,trg_ca_capture_hand_facts,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_ca_stats_live_from_hand AFTER INSERT ON public.hand_history FOR EACH ROW EXECUTE FUNCTION trg_ca_stats_live_from_hand(),O,e320b0bc16226391afa58f9eaf9aaf77,trg_ca_stats_live_from_hand,hand_history,trg_ca_stats_live_from_hand,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_enqueue_hand_daily_missions AFTER INSERT ON public.hand_history FOR EACH ROW EXECUTE FUNCTION fn_enqueue_hand_daily_missions(),O,a89665914529f8f2b981c26bfd10d6e4,fn_enqueue_hand_daily_missions,hand_history,trg_enqueue_hand_daily_missions,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_log_jackpot_hand_deleted BEFORE DELETE ON public.hand_history FOR EACH ROW EXECUTE FUNCTION fn_log_jackpot_hand_deleted(),O,812b538f4aa1e10ec08fdee35df00d02,fn_log_jackpot_hand_deleted,hand_history,trg_log_jackpot_hand_deleted,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE CONSTRAINT TRIGGER zz_ca_bomb_hand_keeps_its_award_units AFTER INSERT ON public.hand_history DEFERRABLE INITIALLY DEFERRED FOR EACH ROW WHEN ((new.bomb_pot IS NOT NULL)) EXECUTE FUNCTION fn_ca_bomb_hand_keeps_its_award_units(),O,4f19a7516985b6e452732a891289ad2b,fn_ca_bomb_hand_keeps_its_award_units,hand_history,zz_ca_bomb_hand_keeps_its_award_units,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER a0_finish_hand_post_commit_obligations BEFORE DELETE ON public.hand_projection_outbox FOR EACH ROW EXECUTE FUNCTION trg_finish_hand_post_commit_obligations(),O,66d5a81792f64fc5ec1ab33ced6a05ba,trg_finish_hand_post_commit_obligations,hand_projection_outbox,a0_finish_hand_post_commit_obligations,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER tr_check_club_message_permission BEFORE INSERT ON public.messages FOR EACH ROW EXECUTE FUNCTION fn_check_club_message_permission(),O,b2d543229701ece76b58ae4a85b98333,fn_check_club_message_permission,messages,tr_check_club_message_permission,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_mirror_notification_to_push_outbox AFTER INSERT ON public.notifications FOR EACH ROW EXECUTE FUNCTION fn_mirror_notification_to_push_outbox(),O,bd3b295eb46413c3cae0d135dcf4872c,fn_mirror_notification_to_push_outbox,notifications,trg_mirror_notification_to_push_outbox,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_notification_fill_action_url BEFORE INSERT ON public.notifications FOR EACH ROW EXECUTE FUNCTION fn_notification_fill_action_url(),O,75cf1f6fe863aa76a27bb7f6889f6b4f,fn_notification_fill_action_url,notifications,trg_notification_fill_action_url,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_sync_notification_read_state BEFORE INSERT OR UPDATE ON public.notifications FOR EACH ROW EXECUTE FUNCTION sync_notification_read_state(),O,c90c577563f3d7a4ac6cfe2ab75df629,sync_notification_read_state,notifications,trg_sync_notification_read_state,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
CREATE TRIGGER trg_sync_profile_total_hands AFTER INSERT OR DELETE OR UPDATE OF hands_played ON public.player_stats FOR EACH ROW EXECUTE FUNCTION fn_sync_profile_total_hands(),O,918a9211cf484127ab5d326aea1e47b3,fn_sync_profile_total_hands,player_stats,trg_sync_profile_total_hands,"Enabled: Verify Body, Scope, Ordering And Transaction Behavior"
